,title,type,address,price,built_area,private_area,status,bedrooms,bathrooms,parking_slots,finishes,stratum,developers,country,city,zone
348,pradera de bosconia - nogal club house,apartamento en venta en bogotá,avenida ciudad de cali con calle 10,170000000,39.3,32.94,sobre planos,2,1,comunal,con acabados,3,buenvivir,colombia,bogota,occidente
349,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,635015990,70.45,63.99,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
350,la almeria alsacia reservado,apartamento en venta en bogotá,carrera 71b bis con calle 12c esquina costado sur oriente barrio alsacia,431348000,71.87,61.01,sobre planos,3,2,1,con acabados,4,marval,colombia,bogota,occidente
351,senderos de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,373800000,80.0,69.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
352,cádiz castilla reservado,apartaestudio en venta en bogotá,avenida ciudad de cali con calle 10 sentido norte - sur,160500000,37.26,32.48,sobre planos,1,1,comunal,obra gris,3,marval,colombia,bogota,occidente
353,portón de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,436400000,86.0,77.0,en construcción,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
354,boreal,apartamento en venta en bogotá,avenida de las américas con 68,477600000,79.0,67.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
355,la isla,apartamento en venta en bogotá,av. boyacá no. 21 -11,929800000,128.0,116.0,sobre planos,3,3,comunal,con acabados,4,amarilo,colombia,bogota,occidente
356,gran reserva de oporto,apartamento en venta en bogotá,av. eldorado con av. rojas - costado sur - occidental,464730000,47.0,42.1,en construcción,1,1,1,con acabados,5,cusezar,colombia,bogota,occidente
357,izola zentral,apartamento en venta en bogotá,"calle 13 av boyaca, frente al c.c multiplaza",526493000,84.94,73.41,en construcción,3,2,1,con acabados,4,marval,colombia,bogota,occidente
358,centrik park,apartaestudio en venta en bogotá,calle 13 no. 38 - 54,158400000,30.0,26.0,sobre planos,1,1,comunal,obra gris,3,ingeurbe,colombia,bogota,occidente
359,peñon de alicante,apartamento en venta en bogotá,avenida ciudad de cali con calle 10 sentido norte-sur,346639000,75.84,68.76,sobre planos,3,2,,con acabados,3,marval,colombia,bogota,occidente
360,senderos de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,500600000,108.0,94.0,sobre planos,3,4,,con acabados,4,amarilo,colombia,bogota,occidente
361,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1782510000,177.5,160.5,sobre planos,4,5,3,con acabados,5,cusezar,colombia,bogota,occidente
362,iconik68,apartamento en venta en bogotá,carrera 68 no. 5 - 17,535080000,88.83,81.48,sobre planos,3,2,1,con acabados,4,constructora capital bogotá,colombia,bogota,occidente
363,urbana 30,apartamento en venta en bogotá,carrera 30 no. 13a - 33,285000000,47.0,44.0,sobre planos,2,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
364,castilla imperial,apartamento en venta en bogotá,carrera 86 no. 7d - 35,291541000,68.05,58.87,sobre planos,3,2,1,con acabados,3,ic constructora,colombia,bogota,occidente
365,parque central de occidente 3,apartamento en venta en bogotá,carrera 114 no. 78d - 14,254000000,60.5,53.5,en construcción,3,2,1,con acabados,4,ar construcciones,colombia,bogota,occidente
366,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,891360000,97.5,89.0,sobre planos,3,2,2,con acabados,5,cusezar,colombia,bogota,occidente
367,centrik park,apartamento en venta en bogotá,calle 13 no. 38 - 54,158400000,30.0,26.0,sobre planos,1,1,comunal,obra gris,3,ingeurbe,colombia,bogota,occidente
368,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,651092000,65.32,58.47,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
369,la almeria alsacia reservado,apartamento en venta en bogotá,carrera 71b bis con calle 12c esquina costado sur oriente barrio alsacia,406651000,67.35,56.65,sobre planos,3,2,1,con acabados,4,marval,colombia,bogota,occidente
370,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,766210000,86.5,78.0,sobre planos,3,2,2,con acabados,5,cusezar,colombia,bogota,occidente
371,castilla imperial,apartamento en venta en bogotá,carrera 86 no. 7d - 35,344600000,77.38,65.06,sobre planos,2,2,1,con acabados,3,ic constructora,colombia,bogota,occidente
372,la isla,apartamento en venta en bogotá,av. boyacá no. 21 -11,770400000,106.0,97.0,sobre planos,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
373,cádiz castilla reservado,apartamento en venta en bogotá,avenida ciudad de cali con calle 10 sentido norte - sur,160500000,37.26,32.48,sobre planos,1,1,comunal,obra gris,3,marval,colombia,bogota,occidente
374,cantabria,apartamento en venta en bogotá,avenida el dorado no. 78 - 20,704800000,88.0,74.0,en construcción,3,2,,con acabados,5,amarilo,colombia,bogota,occidente
375,castilla imperial,apartamento en venta en bogotá,carrera 86 no. 7d - 35,223300000,51.96,42.82,sobre planos,2,2,1,con acabados,3,ic constructora,colombia,bogota,occidente
376,paseo de sevilla,apartamento en venta en bogotá,carrera 87b no. 6d - 10,319292000,69.03,61.67,en construcción,3,2,1,con acabados,3,marval,colombia,bogota,occidente
377,castilla imperial,apartamento en venta en bogotá,carrera 86 no. 7d - 35,438638000,101.5,88.43,sobre planos,3,3,1,con acabados,3,ic constructora,colombia,bogota,occidente
378,cuatro vientos - austro,apartamento en venta en bogotá,carrera 68d no. 19 - 38,374240000,58.0,50.0,sobre planos,2,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
379,artesa,apartamento en venta en bogotá,av carrera 68 con av las americas,174000000,34.18,29.57,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
380,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,784370000,86.5,78.0,sobre planos,3,2,2,con acabados,5,cusezar,colombia,bogota,occidente
381,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,948067000,111.0,102.0,sobre planos,3,3,2,con acabados,5,ingeurbe,colombia,bogota,occidente
382,parque central de occidente 3,apartamento en venta en bogotá,carrera 114 no. 78d - 14,254000000,61.5,53.5,en construcción,3,2,1,con acabados,4,ar construcciones,colombia,bogota,occidente
383,castilla living,apartamento en venta en bogotá,cra 86 no. 7d - 30,150000000,38.0,34.0,sobre planos,2,1,comunal,sin acabados,3,ic constructora,colombia,bogota,occidente
384,la isla,apartamento en venta en bogotá,av. boyacá no. 21 -11,749600000,104.0,94.0,sobre planos,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
385,ciprés de la florida,apartamento en venta en bogotá,calle 80 no. 114 – 17,362000000,78.88,69.55,en construcción,3,2,1,con acabados,3,prodesa,colombia,bogota,occidente
386,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,1025119000,107.0,99.0,sobre planos,3,3,2,con acabados,5,ingeurbe,colombia,bogota,occidente
387,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,1059168000,99.33,87.72,sobre planos,3,2,2,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
388,gregal,apartamento en venta en bogotá,carrera 68d no. 21 – 35,403040000,64.55,56.8,sobre planos,2,2,1,con acabados,Por definir,cusezar,colombia,bogota,occidente
389,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,734789240,81.82,73.58,sobre planos,3,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
390,caminos de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,349100000,71.0,62.0,sobre planos,3,2,1,con acabados,4,amarilo,colombia,bogota,occidente
391,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,790966558,87.0,80.0,sobre planos,3,2,2,con acabados,5,ingeurbe,colombia,bogota,occidente
392,zajari zentral,apartamento en venta en bogotá,"calle 13 av boyaca, frente al c.c multiplaza",304570000,52.3,46.42,en construcción,3,2,1,con acabados,4,marval,colombia,bogota,occidente
393,torres de fontibón,apartamento en venta en bogotá,carrera 123 no. 15a - 25,165399900,42.0,36.0,sobre planos,2,2,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
394,gregal,apartamento en venta en bogotá,carrera 68d no. 21 – 35,701560000,97.2,86.5,sobre planos,3,3,2,con acabados,Por definir,cusezar,colombia,bogota,occidente
395,poblado salamanca,apartamento en venta en bogotá,diagonal 77b no. 119a -73,359146242,84.0,80.0,terminado,3,2,1,con acabados,4,conconcreto,colombia,bogota,occidente
396,zian - zentral,apartamento en venta en bogotá,"calle 13 av boyacá, frente al c.c multiplaza",357743000,54.98,48.39,sobre planos,2,2,,con semiacabados,4,marval,colombia,bogota,occidente
397,la bahía,apartamento en venta en bogotá,av boyacá no. 21 -11,600100000,88.0,76.0,sobre planos,3,2,1,con acabados,4,amarilo,colombia,bogota,occidente
398,parque central de occidente 3,apartamento en venta en bogotá,carrera 114 no. 78d - 14,286000000,62.5,55.0,en construcción,3,2,1,con acabados,4,ar construcciones,colombia,bogota,occidente
399,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,689905758,77.0,71.0,sobre planos,3,2,1,con acabados,5,ingeurbe,colombia,bogota,occidente
400,zajari zentral,apartamento en venta en bogotá,"calle 13 av boyaca, frente al c.c multiplaza",320321000,56.67,50.35,en construcción,2,2,1,con acabados,4,marval,colombia,bogota,occidente
401,senderos de fontibón,apartamento en venta en bogotá,transversal. 128 no. 17 - 87,142700000,36.0,31.0,sobre planos,2,1,comunal,sin acabados,3,constructora bolívar,colombia,bogota,occidente
402,alma 72,apartamento en venta en bogotá,ak 24 no. 71a - 85,586000000,77.03,63.66,sobre planos,2,3,,con acabados,4,apiros,colombia,bogota,occidente
403,centrik view,apartamento en venta en bogotá,calle 13 no. 38 - 54,225000000,46.0,40.0,sobre planos,2,2,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
404,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,655784910,72.2,64.04,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
405,gregal,apartamento en venta en bogotá,carrera 68d no. 21 – 35,487040000,71.0,61.5,sobre planos,3,2,1,con acabados,Por definir,cusezar,colombia,bogota,occidente
406,castellon de los condes,apartamento en venta en bogotá,carrera 87b no. 8a - 72,395988000,88.03,79.8,terminado,3,2,1,con acabados,3,marval,colombia,bogota,occidente
407,avantcity -zencia apartamentos,apartaestudio en venta en bogotá,avenida dorado - calle 26 con carrera 82,552838770,60.64,55.02,sobre planos,1,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
408,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,1049901528,118.0,106.0,sobre planos,3,3,2,con acabados,5,ingeurbe,colombia,bogota,occidente
409,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,1168422940,119.0,109.0,sobre planos,3,3,2,con acabados,5,ingeurbe,colombia,bogota,occidente
410,portón de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,540400000,108.0,94.0,en construcción,3,4,comunal,con acabados,4,amarilo,colombia,bogota,occidente
411,gran reserva de mallorca,apartaestudio en venta en bogotá,av. eldorado con av. rojas costado sur occidental,350480000,35.5,32.0,sobre planos,1,1,1,con acabados,5,cusezar,colombia,bogota,occidente
412,alma 72,apartamento en venta en bogotá,ak 24 no. 71a - 85,475000000,58.01,45.12,sobre planos,1,2,,con acabados,4,apiros,colombia,bogota,occidente
413,cuatro vientos - austro,apartamento en venta en bogotá,carrera 68d no. 19 - 38,445023000,68.0,58.0,sobre planos,3,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
414,la bahía,apartaestudio en venta en bogotá,av boyacá no. 21 -11,490100000,71.0,60.0,sobre planos,1,1,,con acabados,4,amarilo,colombia,bogota,occidente
415,izola zentral,apartamento en venta en bogotá,"calle 13 av boyaca, frente al c.c multiplaza",391833000,62.75,52.28,en construcción,3,2,1,con acabados,4,marval,colombia,bogota,occidente
416,gregal,apartamento en venta en bogotá,carrera 68d no. 21 – 35,501730000,71.6,62.5,sobre planos,3,2,1,con acabados,Por definir,cusezar,colombia,bogota,occidente
417,centrik park,apartamento en venta en bogotá,calle 13 no. 38 - 54,184500000,40.0,35.0,sobre planos,2,2,comunal,obra gris,3,ingeurbe,colombia,bogota,occidente
418,zian - zentral,apartamento en venta en bogotá,"calle 13 av boyacá, frente al c.c multiplaza",367812000,59.68,52.9,sobre planos,2,2,,con semiacabados,4,marval,colombia,bogota,occidente
419,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,1277322000,133.0,122.0,sobre planos,3,3,2,con acabados,5,ingeurbe,colombia,bogota,occidente
420,reserva de granada vi,apartamento en venta en bogotá,carrera 116 no. 77b - 35,520400000,103.0,90.0,en construcción,3,2,,sin acabados,4,amarilo,colombia,bogota,occidente
421,san agustín reservado,apartamento en venta en bogotá,carrera 30 no. 6 - 35,174400000,36.0,29.62,sobre planos,2,1,comunal,con acabados,3,buenvivir,colombia,bogota,occidente
422,malaga castilla reservado,apartamento en venta en bogotá,carrera 89 b bis no. 8 - 25,350466000,84.42,75.91,en construcción,3,2,1,con acabados,3,marval,colombia,bogota,occidente
423,gran reserva de oporto,apartamento en venta en bogotá,av. eldorado con av. rojas - costado sur - occidental,744160000,98.0,87.5,en construcción,3,3,1,con acabados,5,cusezar,colombia,bogota,occidente
424,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,706796346,77.06,68.68,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
425,urbania bio,apartamento en venta en bogotá,calle 22a no. 130 - 89,156100000,44.55,39.82,sobre planos,2,1,comunal,obra gris,3,constructora capital bogotá,colombia,bogota,occidente
426,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,1620525890,153.0,142.0,sobre planos,3,4,3,con acabados,5,ingeurbe,colombia,bogota,occidente
427,izola zentral,apartamento en venta en bogotá,"calle 13 av boyaca, frente al c.c multiplaza",430999000,68.73,59.39,en construcción,3,2,1,con acabados,4,marval,colombia,bogota,occidente
428,torres de fontibón,apartaestudio en venta en bogotá,carrera 123 no. 15a - 25,159899900,27.5,23.5,sobre planos,1,1,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
429,zian - zentral,apartamento en venta en bogotá,"calle 13 av boyacá, frente al c.c multiplaza",368008000,59.26,52.01,sobre planos,2,2,,con semiacabados,4,marval,colombia,bogota,occidente
430,bellaluna,apartamento en venta en bogotá,avenida calle 13 no. 116a - 50,150000000,42.68,37.61,sobre planos,2,1,comunal,sin acabados,3,alcabama,colombia,bogota,occidente
431,reserva de granada v,apartamento en venta en bogotá,carrera 116 no. 77b - 35,478000000,103.0,90.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
432,artesa,apartamento en venta en bogotá,av carrera 68 con av las americas,197900000,40.19,35.13,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
433,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,1228540480,120.44,109.24,sobre planos,3,3,2,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
434,malaga castilla reservado,apartamento en venta en bogotá,carrera 89 b bis no. 8 - 25,382921000,85.04,76.49,en construcción,3,2,1,con acabados,3,marval,colombia,bogota,occidente
435,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,842760240,87.16,78.62,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
436,urbana 30,apartamento en venta en bogotá,carrera 30 no. 13a - 33,193000000,35.0,30.0,sobre planos,1,1,,sin acabados,4,constructora bolívar,colombia,bogota,occidente
437,artesa,apartaestudio en venta en bogotá,av carrera 68 con av las americas,174000000,34.18,29.57,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
438,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1843183000,177.5,160.0,sobre planos,3,5,3,con acabados,5,cusezar,colombia,bogota,occidente
439,viena,apartamento en venta en bogotá,carrera 68 d no. 9 - 03,368900000,59.84,54.0,sobre planos,3,2,1,con semiacabados,3,londoño gómez s.a.,colombia,bogota,occidente
440,la isla,apartaestudio en venta en bogotá,av. boyacá no. 21 -11,318300000,46.0,41.0,sobre planos,1,1,1,con acabados,4,amarilo,colombia,bogota,occidente
441,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,802460000,97.5,89.0,sobre planos,3,2,2,con acabados,5,cusezar,colombia,bogota,occidente
442,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,457240000,50.5,46.3,sobre planos,1,1,1,con acabados,5,cusezar,colombia,bogota,occidente
443,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,567634151,64.0,57.0,sobre planos,2,2,1,con acabados,5,ingeurbe,colombia,bogota,occidente
444,senderos de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,311000000,66.0,59.0,sobre planos,3,2,1,con acabados,4,amarilo,colombia,bogota,occidente
445,artesa,apartamento en venta en bogotá,av carrera 68 con av las americas,193000000,38.25,33.04,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
446,portón de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,360600000,72.0,62.0,en construcción,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
447,reserva de granada v,apartamento en venta en bogotá,carrera 116 no. 77b - 35,377300000,83.0,72.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
448,iconik68,apartamento en venta en bogotá,carrera 68 no. 5 - 17,417585000,68.19,60.83,sobre planos,3,2,1,con acabados,4,constructora capital bogotá,colombia,bogota,occidente
449,viena,apartamento en venta en bogotá,carrera 68 d no. 9 - 03,384853596,62.9,55.58,sobre planos,3,2,1,con semiacabados,3,londoño gómez s.a.,colombia,bogota,occidente
450,fontibón reservado,apartamento en venta en bogotá,carrera 123 no. 15a - 25,165399900,46.0,40.5,sobre planos,3,2,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
451,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,654620000,77.0,68.0,sobre planos,2,2,1,con acabados,5,cusezar,colombia,bogota,occidente
452,akanti,apartamento en venta en bogotá,carrera 73 no. 36 - 30 sur,187628000,40.44,33.2,sobre planos,2,1,comunal,con acabados,3,alcabama,colombia,bogota,occidente
453,edificio kúu,apartamento en venta en bogotá,calle 49 no. 70c -31,215000000,30.74,26.94,sobre planos,1,1,,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
454,cantabria,apartamento en venta en bogotá,avenida el dorado no. 78 - 20,851300000,101.0,87.0,en construcción,3,2,,obra gris,5,amarilo,colombia,bogota,occidente
455,la isla,apartamento en venta en bogotá,av. boyacá no. 21 -11,318300000,46.0,41.0,sobre planos,1,1,1,con acabados,4,amarilo,colombia,bogota,occidente
456,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1315277000,132.5,118.8,sobre planos,3,3,2,con acabados,5,cusezar,colombia,bogota,occidente
457,ciprés de la florida,apartamento en venta en bogotá,calle 80 no. 114 – 17,510000000,103.81,97.74,en construcción,3,3,1,con acabados,3,prodesa,colombia,bogota,occidente
458,iconik68,apartamento en venta en bogotá,carrera 68 no. 5 - 17,447350000,79.88,72.72,sobre planos,3,2,1,con acabados,4,constructora capital bogotá,colombia,bogota,occidente
459,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,1302070000,130.73,118.85,sobre planos,3,3,2,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
460,aragón,apartamento en venta en bogotá,calle 17d bis no. 123a-05,168500000,47.9,41.76,en construcción,2,2,comunal,obra gris,2,acierto inmobiliario,colombia,bogota,occidente
461,sabana de los cerezos,apartamento en venta en bogotá,calle 72f no. 113a - 21,326920000,66.3,61.0,en construcción,3,2,1,con acabados,4,cusezar,colombia,bogota,occidente
462,paseo de sevilla,apartamento en venta en bogotá,carrera 87b no. 6d - 10,419260000,97.61,89.25,en construcción,3,3,1,con acabados,3,marval,colombia,bogota,occidente
463,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1173100000,118.5,105.7,sobre planos,3,3,2,con acabados,5,cusezar,colombia,bogota,occidente
464,jaboque reservado,apartamento en venta en bogotá,calle 70a bis no. 121a - 30,165375000,44.82,41.0,sobre planos,2,1,comunal,con semiacabados,Por definir,incol s.a.s. / qyunza s.a.s,colombia,bogota,occidente
465,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,889792380,97.83,88.98,sobre planos,3,2,2,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
466,zian - zentral,apartamento en venta en bogotá,"calle 13 av boyacá, frente al c.c multiplaza",388650000,59.73,52.49,sobre planos,2,2,,con semiacabados,4,marval,colombia,bogota,occidente
467,boreal,apartamento en venta en bogotá,avenida de las américas con 68,542000000,92.0,76.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
468,akanti,apartaestudio en venta en bogotá,carrera 73 no. 36 - 30 sur,139800000,30.92,25.49,sobre planos,1,1,comunal,con acabados,3,alcabama,colombia,bogota,occidente
469,foretti - ciudad hayuelos,apartamento en venta en bogotá,av calle 13 no. 96b - 98,168540000,43.55,37.35,sobre planos,2,2,,obra gris,3,constructora las galias,colombia,bogota,occidente
470,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,1116110000,120.5,110.0,sobre planos,3,3,2,con acabados,5,cusezar,colombia,bogota,occidente
471,castelo oasis,apartamento en venta en bogotá,av. ciudad de cali - calle 10b. costado oriental,355323949,61.0,,en construcción,3,2,1,con acabados,3,londoño gómez s.a.,colombia,bogota,occidente
472,urbana 30,apartaestudio en venta en bogotá,carrera 30 no. 13a - 33,193000000,35.0,30.0,sobre planos,1,1,,sin acabados,4,constructora bolívar,colombia,bogota,occidente
473,torres de fontibón,apartamento en venta en bogotá,carrera 123 no. 15a - 25,159899900,27.5,23.5,sobre planos,1,1,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
474,viena,apartamento en venta en bogotá,carrera 68 d no. 9 - 03,453767254,73.52,65.52,sobre planos,3,2,1,con semiacabados,3,londoño gómez s.a.,colombia,bogota,occidente
475,bellaluna,apartamento en venta en bogotá,avenida calle 13 no. 116a - 50,166800000,53.69,47.29,sobre planos,2,2,comunal,sin acabados,3,alcabama,colombia,bogota,occidente
476,iconik68,apartamento en venta en bogotá,carrera 68 no. 5 - 17,419475000,66.75,59.51,sobre planos,2,2,1,con acabados,4,constructora capital bogotá,colombia,bogota,occidente
477,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,651393855,78.0,71.0,sobre planos,3,2,1,con acabados,5,ingeurbe,colombia,bogota,occidente
478,malaga castilla reservado,apartamento en venta en bogotá,carrera 89 b bis no. 8 - 25,340845000,78.17,70.55,en construcción,3,2,1,con acabados,3,marval,colombia,bogota,occidente
479,burgos castilla reservado,apartamento en venta en bogotá,avenida ciudad de cali con calle 10 sentido norte - sur,251907000,51.93,46.21,en construcción,2,2,1,con acabados,3,marval,colombia,bogota,occidente
480,cuatro vientos - austro,apartamento en venta en bogotá,carrera 68d no. 19 - 38,563730000,89.0,77.5,sobre planos,3,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
481,artesa,apartaestudio en venta en bogotá,av carrera 68 con av las americas,193000000,38.25,33.04,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
482,bellaluna,apartamento en venta en bogotá,avenida calle 13 no. 116a - 50,152158000,53.01,47.05,sobre planos,3,2,comunal,obra gris,3,alcabama,colombia,bogota,occidente
483,parque central fontibón,apartamento en venta en bogotá,carrera 100 no. 16c - 80,168540000,43.17,38.98,sobre planos,2,1,comunal,obra gris,3,constructora las galias,colombia,bogota,occidente
484,alma 72,apartamento en venta en bogotá,ak 24 no. 71a - 85,298000000,38.85,32.06,sobre planos,1,1,,con acabados,4,apiros,colombia,bogota,occidente
485,reserva de granada vi,apartamento en venta en bogotá,carrera 116 no. 77b - 35,409200000,81.0,70.0,en construcción,3,2,comunal,sin acabados,4,amarilo,colombia,bogota,occidente
486,aragón,apartamento en venta en bogotá,calle 17d bis no. 123a-05,168500000,45.5,39.5,en construcción,2,1,comunal,obra gris,2,acierto inmobiliario,colombia,bogota,occidente
487,lorca,apartamento en venta en bogotá,"avenida carrera 86 & calle 9, bogotá",204913000,50.13,43.8,sobre planos,2,2,,con semiacabados,3,marval,colombia,bogota,occidente
488,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,704324363,75.88,68.38,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
489,sabana de los cerezos,apartamento en venta en bogotá,calle 72f no. 113a - 21,393230000,79.9,73.0,en construcción,3,2,1,con acabados,4,cusezar,colombia,bogota,occidente
490,boreal,apartamento en venta en bogotá,avenida de las américas con 68,635800000,105.0,89.0,sobre planos,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
491,boreal,apartamento en venta en bogotá,avenida de las américas con 68,500204000,89.0,74.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
492,akanti,apartamento en venta en bogotá,carrera 73 no. 36 - 30 sur,145189000,30.92,25.49,sobre planos,1,1,comunal,con acabados,3,alcabama,colombia,bogota,occidente
493,boreal,apartamento en venta en bogotá,avenida de las américas con 68,632994000,102.0,84.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
494,akanti,apartamento en venta en bogotá,carrera 73 no. 36 - 30 sur,189862000,42.24,35.32,sobre planos,2,1,comunal,con acabados,3,alcabama,colombia,bogota,occidente
495,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1560609000,157.0,143.6,sobre planos,3,4,3,con acabados,5,cusezar,colombia,bogota,occidente
496,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,586320830,65.0,59.0,sobre planos,2,2,1,con acabados,5,ingeurbe,colombia,bogota,occidente
497,reserva de granada v,apartamento en venta en bogotá,carrera 116 no. 77b - 35,429700000,91.0,79.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
498,gran reserva de oporto,apartamento en venta en bogotá,av. eldorado con av. rojas - costado sur - occidental,632800000,80.0,72.0,en construcción,2,2,2,con acabados,5,cusezar,colombia,bogota,occidente
499,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,801242671,93.0,86.0,sobre planos,3,2,2,con acabados,5,ingeurbe,colombia,bogota,occidente
500,reserva de granada vi,apartamento en venta en bogotá,carrera 116 no. 77b - 35,461500000,90.0,79.0,en construcción,3,2,comunal,sin acabados,4,amarilo,colombia,bogota,occidente
501,gregal,apartamento en venta en bogotá,carrera 68d no. 21 – 35,605700000,88.2,78.0,sobre planos,3,2,2,con acabados,Por definir,cusezar,colombia,bogota,occidente
502,salamanca reservado,apartamento en venta en bogotá,av. centenario diag 16 no. 90 - 80,146630000,38.0,32.15,sobre planos,2,1,comunal,obra gris,3,buenvivir,colombia,bogota,occidente
